areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,Scotland,S92000003,2020-04-21,400,9411,400,9411,,
nation,Scotland,S92000003,2020-04-20,348,9011,348,9011,,
nation,Scotland,S92000003,2020-04-19,159,8663,159,8663,,
nation,Scotland,S92000003,2020-04-18,264,8504,264,8504,,
nation,Scotland,S92000003,2020-04-17,394,8240,394,8240,,
nation,Scotland,S92000003,2020-04-16,428,7846,428,7846,,
nation,Scotland,S92000003,2020-04-15,331,7418,331,7418,,
nation,Scotland,S92000003,2020-04-14,346,7087,346,7087,,
nation,Scotland,S92000003,2020-04-13,359,6741,359,6741,,
nation,Scotland,S92000003,2020-04-12,220,6382,220,6382,,
nation,Scotland,S92000003,2020-04-11,185,6162,185,6162,,
nation,Scotland,S92000003,2020-04-10,329,5977,329,5977,,
nation,Scotland,S92000003,2020-04-09,304,5648,304,5648,,
nation,Scotland,S92000003,2020-04-08,343,5344,343,5344,,
nation,Scotland,S92000003,2020-04-07,352,5001,352,5001,,
nation,Scotland,S92000003,2020-04-06,404,4649,404,4649,,
nation,Scotland,S92000003,2020-04-05,225,4245,225,4245,,
nation,Scotland,S92000003,2020-04-04,261,4020,261,4020,,
nation,Scotland,S92000003,2020-04-03,381,3759,381,3759,,
nation,Scotland,S92000003,2020-04-02,351,3378,351,3378,,
nation,Scotland,S92000003,2020-04-01,389,3027,389,3027,,
nation,Scotland,S92000003,2020-03-31,341,2638,341,2638,,
nation,Scotland,S92000003,2020-03-30,317,2297,317,2297,,
nation,Scotland,S92000003,2020-03-29,197,1980,197,1980,,
nation,Scotland,S92000003,2020-03-28,204,1783,204,1783,,
nation,Scotland,S92000003,2020-03-27,274,1579,274,1579,,
nation,Scotland,S92000003,2020-03-26,223,1305,223,1305,,
nation,Scotland,S92000003,2020-03-25,188,1082,188,1082,,
nation,Scotland,S92000003,2020-03-24,167,894,167,894,,
nation,Scotland,S92000003,2020-03-23,138,727,138,727,,
nation,Scotland,S92000003,2020-03-22,74,589,74,589,,
nation,Scotland,S92000003,2020-03-21,67,515,67,515,,
nation,Scotland,S92000003,2020-03-20,84,448,84,448,,
nation,Scotland,S92000003,2020-03-19,50,364,50,364,,
nation,Scotland,S92000003,2020-03-18,41,314,41,314,,
nation,Scotland,S92000003,2020-03-17,43,273,43,273,,
nation,Scotland,S92000003,2020-03-16,21,230,21,230,,
nation,Scotland,S92000003,2020-03-15,12,209,12,209,,
nation,Scotland,S92000003,2020-03-14,19,197,19,197,,
nation,Scotland,S92000003,2020-03-13,48,178,48,178,,
nation,Scotland,S92000003,2020-03-12,38,130,38,130,,
nation,Scotland,S92000003,2020-03-11,25,92,25,92,,
nation,Scotland,S92000003,2020-03-10,21,67,21,67,,
nation,Scotland,S92000003,2020-03-09,16,46,16,46,,
nation,Scotland,S92000003,2020-03-08,3,30,3,30,,
nation,Scotland,S92000003,2020-03-07,6,27,6,27,,
nation,Scotland,S92000003,2020-03-06,6,21,6,21,,
nation,Scotland,S92000003,2020-03-05,2,15,2,15,,
nation,Scotland,S92000003,2020-03-04,6,13,6,13,,
nation,Scotland,S92000003,2020-03-03,3,7,3,7,,
nation,Scotland,S92000003,2020-03-02,1,4,1,4,,
nation,Scotland,S92000003,2020-03-01,2,3,2,3,,
nation,Scotland,S92000003,2020-02-29,0,1,0,1,,
nation,Scotland,S92000003,2020-02-28,1,1,1,1,,
