tl	ntaxa	import_est	import_est_date
BA1_469	4	2021.9623663549	2021-12-18
BA1_470	1	2021.95682938214	2021-12-16
BA1_471	1	2021.96272347719	2021-12-18
BA1_472	1	2021.953908937	2021-12-15
BA1_473	3	2021.973200605	2021-12-22
BA1_474	1	2021.97113611019	2021-12-21
BA1_475	1	2021.96122007573	2021-12-17
BA1_476	1	2021.99840605152	2021-12-31
BA1_477	2	2021.98333156958	2021-12-25
BA1_478	1	2022.00018526602	2022-01-01
BA1_479	1	2021.98268675541	2021-12-25
BA1_480	5	2021.99250940329	2021-12-29
BA1_481	1	2022.03207793976	2022-01-12
BA1_482	5	2021.93671061595	2021-12-08
BA1_483	1	2021.91599268109	2021-12-01
BA1_484	73	2021.93274701882	2021-12-07
BA1_485	2	2022.01298058662	2022-01-05
BA1_486	1	2021.97499159821	2021-12-22
BA1_487	3	2021.99581806283	2021-12-30
BA1_488	1	2022.00487674617	2022-01-02
BA1_489	2	2021.98220717362	2021-12-25
BA1_490	1	2022.0280566963	2022-01-11
BA1_491	1	2022.000196875	2022-01-01
BA1_492	4	2022.00488610769	2022-01-02
BA1_493	1	2022.01078465436	2022-01-04
BA1_494	2	2022.03189374865	2022-01-12
BA1_495	1	2021.9875234929	2021-12-27
BA1_496	6	2021.9481427389	2021-12-13
BA1_497	2	2021.98033858413	2021-12-24
BA1_498	1	2022.05262766857	2022-01-20
BA1_499	5	2021.9362623422	2021-12-08
BA1_500	1	2021.9071734552	2021-11-28
BA1_501	1	2021.96275072099	2021-12-18
BA1_502	1	2021.90546003031	2021-11-27
BA1_503	212	2021.88997958275	2021-11-21
BA1_504	1	2022.03027618427	2022-01-12
BA1_505	1	2022.01655322685	2022-01-07
BA1_506	1	2022.00553523349	2022-01-03
BA1_507	3	2022.00021928717	2022-01-01
BA1_508	1	2022.0200643479	2022-01-08
BA1_509	2	2022.0429434555	2022-01-16
BA1_510	1	2021.98822257489	2021-12-27
BA1_511	1	2022.0354839175	2022-01-13
BA1_512	1	2021.95140546174	2021-12-14
BA1_513	4	2021.97326852187	2021-12-22
BA1_514	1	2022.0310113443	2022-01-12
BA1_515	2	2021.94509763761	2021-12-11
BA1_516	1	2022.02904452678	2022-01-11
BA1_517	8	2021.93538771769	2021-12-08
BA1_518	5	2021.94229096644	2021-12-10
BA1_519	4	2021.94559845019	2021-12-12
BA1_520	1	2022.04477067191	2022-01-17
BA1_521	5	2021.96842642759	2021-12-20
BA1_522	1	2022.07148907125	2022-01-27
BA1_523	1	2022.05807493382	2022-01-22
BA1_524	1	2022.03272425024	2022-01-12
BA1_525	2	2021.98770354112	2021-12-27
BA1_526	1	2022.02310894904	2022-01-09
BA1_527	1	2021.94179203204	2021-12-10
BA1_528	1	2022.03060531891	2022-01-12
BA1_529	1	2022.02244870096	2022-01-09
BA1_530	1	2022.03793215427	2022-01-14
BA1_531	1	2022.04755166609	2022-01-18
BA1_532	1	2022.03693297544	2022-01-14
BA1_533	2	2022.01061604012	2022-01-04
BA1_534	1	2022.05174164501	2022-01-19
BA1_535	1	2022.02317709871	2022-01-09
BA1_536	1	2022.00674908941	2022-01-03
BA1_537	1	2021.92936022436	2021-12-06
BA1_538	1	2021.93415283677	2021-12-07
BA1_539	1	2021.99674559685	2021-12-30
BA1_540	2	2022.00359188187	2022-01-02
BA1_541	1	2022.04830014741	2022-01-18
BA1_542	20	2021.89162541007	2021-11-22
BA1_543	1	2021.98085577292	2021-12-25
BA1_544	1	2021.93941671398	2021-12-09
BA1_545	2	2022.02219809243	2022-01-09
BA1_546	1	2022.03224721917	2022-01-12
BA1_547	1	2022.05341649265	2022-01-20
BA1_548	1	2022.07224773177	2022-01-27
BA1_549	1	2021.97664033031	2021-12-23
BA1_550	1	2022.03985340999	2022-01-15
BA1_551	1	2022.04164745678	2022-01-16
BA1_552	6	2021.97155749947	2021-12-21
BA1_553	1	2022.02959323047	2022-01-11
BA1_554	1	2021.93342240457	2021-12-07
BA1_555	1	2021.97715372767	2021-12-23
BA1_556	2	2022.0203380746	2022-01-08
BA1_557	1	2021.9969527419	2021-12-30
BA1_558	1	2022.02791103482	2022-01-11
BA1_559	2	2021.97933254856	2021-12-24
BA1_560	1	2022.01958496882	2022-01-08
BA1_561	1	2021.94193687338	2021-12-10
BA1_562	2	2021.93627160886	2021-12-08
BA1_563	10	2021.9386354423	2021-12-09
BA1_564	1	2022.05912006858	2022-01-22
BA1_565	1	2022.00567165944	2022-01-03
BA1_566	1	2022.00566449523	2022-01-03
BA1_567	1	2022.03597674445	2022-01-14
BA1_568	3	2022.0250578798	2022-01-10
BA1_569	3	2021.96749397483	2021-12-20
BA1_570	1	2022.00214028392	2022-01-01
BA1_571	1	2022.04819930029	2022-01-18
BA1_572	1	2022.03503634282	2022-01-13
BA1_573	1	2022.05545094496	2022-01-21
BA1_574	1	2021.99916510602	2021-12-31
BA1_575	1	2022.02484628638	2022-01-10
BA1_576	1	2021.99445171358	2021-12-29
BA1_577	1	2021.99182762891	2021-12-29
BA1_578	1	2022.04444551217	2022-01-17
BA1_579	1	2022.02578839276	2022-01-10
BA1_580	3	2021.98398738955	2021-12-26
BA1_581	1	2022.02919229313	2022-01-11
BA1_582	1	2021.99501888246	2021-12-30
BA1_583	1	2021.96821808657	2021-12-20
BA1_584	1	2022.03855453049	2022-01-15
BA1_585	1	2022.04902025333	2022-01-18
BA1_586	1	2022.02967532202	2022-01-11
BA1_587	1	2021.92783351788	2021-12-05
BA1_588	12	2021.95745850152	2021-12-16
BA1_589	1	2021.9982416993	2021-12-31
BA1_590	1	2022.01794484882	2022-01-07
BA1_591	1	2021.97346455928	2021-12-22
BA1_592	2	2021.98100750388	2021-12-25
BA1_593	1	2022.04004148618	2022-01-15
BA1_594	5	2021.93199845553	2021-12-07
BA1_595	6	2021.92953176894	2021-12-06
BA1_596	1	2021.95544618987	2021-12-15
BA1_597	1	2022.02271946329	2022-01-09
BA1_598	1	2022.01321473192	2022-01-05
BA1_599	7	2021.98723584984	2021-12-27
BA1_600	1	2022.0490255974	2022-01-18
BA1_601	6	2021.97200359705	2021-12-21
BA1_602	28	2021.9418651212	2021-12-10
BA1_603	3	2021.99293379016	2021-12-29
BA1_604	1	2021.99806956323	2021-12-31
BA1_605	1	2021.95376300551	2021-12-15
BA1_606	2	2022.00112239776	2022-01-01
BA1_607	2	2022.00927626873	2022-01-04
BA1_608	1	2022.03328255896	2022-01-13
BA1_609	3	2021.95858921186	2021-12-16
BA1_610	6	2021.96120416236	2021-12-17
BA1_611	1	2022.01679104167	2022-01-07
BA1_612	2	2021.98217225612	2021-12-25
BA1_613	1	2021.98070101997	2021-12-24
BA1_614	2	2021.96489631264	2021-12-19
BA1_615	1	2022.00185086278	2022-01-01
BA1_616	1	2022.01692459861	2022-01-07
BA1_617	1	2022.04659123102	2022-01-18
BA1_618	1	2022.04948656651	2022-01-19
BA1_619	1	2022.03640902992	2022-01-14
BA1_620	1	2021.98753820493	2021-12-27
BA1_621	3	2022.01348753152	2022-01-05
BA1_622	1	2022.02382057899	2022-01-09
BA1_623	2	2022.01490483455	2022-01-06
BA1_624	1	2022.00992825361	2022-01-04
BA1_625	1	2021.99975631424	2021-12-31
BA1_626	1	2022.02137697906	2022-01-08
BA1_627	1	2022.00848877866	2022-01-04
BA1_628	1	2021.9990766866	2021-12-31
BA1_629	1	2021.9326218291	2021-12-07
BA1_630	2	2021.97404610134	2021-12-22
BA1_631	1	2021.95206920191	2021-12-14
BA1_632	1	2022.04072499265	2022-01-15
BA1_633	2	2021.98928860781	2021-12-28
BA1_634	6	2021.97874270682	2021-12-24
BA1_635	1	2022.03819773999	2022-01-14
BA1_636	1	2022.0228557203	2022-01-09
BA1_637	2	2022.01836014081	2022-01-07
BA1_638	2	2021.99889857257	2021-12-31
BA1_639	1	2022.0203214578	2022-01-08
BA1_640	2	2021.99968295588	2021-12-31
BA1_641	3	2022.01348283865	2022-01-05
BA1_642	1	2022.0719802665	2022-01-27
BA1_643	1	2022.04391295859	2022-01-17
BA1_644	1	2021.99458451272	2021-12-30
BA1_645	1	2021.99836927495	2021-12-31
BA1_646	1	2022.02644813098	2022-01-10
BA1_647	1	2022.00358502526	2022-01-02
BA1_648	7	2021.94984671979	2021-12-13
BA1_649	2	2021.99826641599	2021-12-31
BA1_650	1	2021.99639786621	2021-12-30
BA1_651	4	2021.94985349775	2021-12-13
BA1_652	1	2022.02979447657	2022-01-11
BA1_653	1	2022.03400477524	2022-01-13
BA1_654	5	2021.95764459923	2021-12-16
BA1_655	5	2021.94813710544	2021-12-13
BA1_656	1	2022.00185084298	2022-01-01
BA1_657	1	2022.03010129359	2022-01-11
BA1_658	1	2021.95905570877	2021-12-17
BA1_659	1	2021.94475973669	2021-12-11
BA1_660	1	2021.97144420937	2021-12-21
BA1_661	1	2021.95111934837	2021-12-14
BA1_662	1	2021.97203831205	2021-12-21
BA1_663	1	2021.98949028257	2021-12-28
BA1_664	1	2021.96604305531	2021-12-19
BA1_665	1	2021.97832302	2021-12-24
BA1_666	1	2021.98156329513	2021-12-25
BA1_667	1	2022.02295099249	2022-01-09
BA1_668	1	2021.95761326239	2021-12-16
BA1_669	1	2022.04724822344	2022-01-18
BA1_670	1	2021.99598101421	2021-12-30
BA1_671	1	2022.02166700917	2022-01-08
BA1_672	1	2022.03251599481	2022-01-12
BA1_673	1	2022.01261814985	2022-01-05
BA1_674	3	2021.95088003663	2021-12-14
BA1_675	1	2022.0014415386	2022-01-01
BA1_676	1	2022.01857987671	2022-01-07
BA1_677	1	2021.97528893443	2021-12-22
BA1_678	1	2022.01894298136	2022-01-07
BA1_679	1	2022.00054645472	2022-01-01
BA1_680	2	2021.93434963223	2021-12-08
BA1_681	10	2021.90464457333	2021-11-27
BA1_682	8	2021.9263536575	2021-12-05
BA1_683	4	2021.95722217921	2021-12-16
BA1_684	1	2022.01762213346	2022-01-07
BA1_685	1	2021.99362166687	2021-12-29
BA1_686	1	2021.95363314916	2021-12-15
BA1_687	19	2021.94001260867	2021-12-10
BA1_688	1	2022.01480376187	2022-01-06
BA1_689	2	2021.99994993461	2021-12-31
BA1_690	4	2021.97400140459	2021-12-22
BA1_691	1	2022.05158915119	2022-01-19
BA1_692	1	2022.0009635307	2022-01-01
BA1_693	4	2021.98471429254	2021-12-26
BA1_694	11	2021.9576546845	2021-12-16
BA1_695	1	2022.02144135254	2022-01-08
BA1_696	39	2021.9510599639	2021-12-14
BA1_697	1	2022.03625747373	2022-01-14
BA1_698	2	2022.01281910111	2022-01-05
BA1_700	3	2021.96314402846	2021-12-18
BA1_701	1	2022.04814167461	2022-01-18
BA1_702	1	2022.04080868552	2022-01-15
BA1_705	1	2022.01840532381	2022-01-07
BA1_706	1	2021.99686623342	2021-12-30
BA1_707	27	2021.93224878814	2021-12-07
BA1_708	2	2022.00333042914	2022-01-02
BA1_709	3	2021.99477411181	2021-12-30
BA1_710	2	2021.98297737621	2021-12-25
BA1_711	1	2022.01842148971	2022-01-07
BA1_712	5	2022.01111643474	2022-01-05
BA1_713	2	2021.98142631442	2021-12-25
BA1_714	1	2022.00150627269	2022-01-01
BA1_715	1	2021.99432204859	2021-12-29
BA1_716	1	2022.00942171189	2022-01-04
BA1_717	13	2021.92241670031	2021-12-03
BA1_718	2	2021.98399043785	2021-12-26
BA1_719	2	2021.98997704445	2021-12-28
BA1_720	28	2021.91629174197	2021-12-01
BA1_721	1	2021.99016193595	2021-12-28
BA1_722	1	2022.02591781732	2022-01-10
BA1_723	1	2022.02747626478	2022-01-11
BA1_724	1	2022.02414324562	2022-01-09
BA1_725	1	2022.01245873158	2022-01-05
BA1_726	1	2022.02632267772	2022-01-10
BA1_727	1	2022.03753172444	2022-01-14
BA1_728	1	2022.02745654326	2022-01-11
BA1_729	2	2021.99035029261	2021-12-28
BA1_730	1	2022.03335208637	2022-01-13
BA1_731	3	2022.00751094576	2022-01-03
BA1_732	5	2021.97734123806	2021-12-23
BA1_733	1	2022.00096769975	2022-01-01
BA1_734	1	2022.05243755547	2022-01-20
BA1_735	1	2022.04751916115	2022-01-18
BA1_736	1	2021.99873563903	2021-12-31
BA1_737	2	2022.00261912812	2022-01-01
BA1_738	2	2022.01753876075	2022-01-07
BA1_739	1	2022.0582690476	2022-01-22
BA1_740	1	2022.00668007232	2022-01-03
BA1_741	1	2022.03498005975	2022-01-13
BA1_742	4	2021.96985447872	2021-12-20
BA1_743	1	2021.99915759138	2021-12-31
BA1_744	1	2021.98780393649	2021-12-27
BA1_745	1	2021.9558704586	2021-12-15
BA1_746	4	2021.98330893832	2021-12-25
BA1_747	4	2021.91885494378	2021-12-02
BA1_748	1	2022.07342454413	2022-01-27
BA1_749	1	2022.0341323819	2022-01-13
BA1_750	2	2022.00574067016	2022-01-03
BA1_751	1	2022.01198101979	2022-01-05
BA1_752	1	2022.01675275319	2022-01-07
BA1_753	1	2021.99896151274	2021-12-31
BA1_754	1	2021.96228822827	2021-12-18
BA1_755	2	2021.95885697182	2021-12-16
BA1_756	1	2022.04594409356	2022-01-17
BA1_757	1	2022.04896435406	2022-01-18
BA1_758	1	2022.0298049853	2022-01-11
BA1_759	1	2022.03015595337	2022-01-12
BA1_760	1	2022.0027714818	2022-01-02
BA1_761	1	2022.0584263828	2022-01-22
BA1_762	1	2022.01781006438	2022-01-07
BA1_763	1	2022.02484573123	2022-01-10
BA1_764	1	2022.02106028671	2022-01-08
BA1_765	1	2022.04025350137	2022-01-15
BA1_766	1	2022.00487402948	2022-01-02
BA1_767	1	2022.02559848364	2022-01-10
BA1_768	3	2022.02940387683	2022-01-11
BA1_769	1	2022.00089206033	2022-01-01
BA1_770	1	2022.03990435393	2022-01-15
BA1_771	30	2021.93973906453	2021-12-10
BA1_772	1	2021.95661923202	2021-12-16
BA1_773	1	2022.01259091396	2022-01-05
BA1_774	1	2021.97622321606	2021-12-23
BA1_775	1	2022.01228978592	2022-01-05
BA1_776	2	2021.95798841957	2021-12-16
BA1_777	1	2022.03106001432	2022-01-12
BA1_778	2	2022.02337798137	2022-01-09
BA1_779	1	2021.96356199165	2021-12-18
BA1_780	2	2021.99190475934	2021-12-29
BA1_781	1	2022.00359306553	2022-01-02
BA1_782	1	2022.06696620295	2022-01-25
BA1_783	1	2022.02530303519	2022-01-10
BA1_784	1	2022.03531943053	2022-01-13
BA1_785	1	2022.01109718294	2022-01-05
BA1_786	1	2021.95592897663	2021-12-15
BA1_787	1	2022.03068015305	2022-01-12
BA1_788	1	2022.02106627126	2022-01-08
BA1_789	1	2022.00646156795	2022-01-03
BA1_790	1	2022.02055602946	2022-01-08
BA1_791	1	2022.01703010151	2022-01-07
BA1_792	1	2022.01841343139	2022-01-07
BA1_793	1	2022.02742274983	2022-01-11
BA1_794	1	2022.04168721547	2022-01-16
BA1_795	27	2021.94292551057	2021-12-11
BA1_796	1	2022.0340758811	2022-01-13
BA1_797	2	2021.9874951568	2021-12-27
BA1_798	1	2022.04223008911	2022-01-16
BA1_799	1	2022.01506018898	2022-01-06
BA1_800	1	2022.03866964958	2022-01-15
BA1_801	6	2021.95441410392	2021-12-15
BA1_802	1	2021.93791532937	2021-12-09
BA1_803	1	2021.98027930754	2021-12-24
BA1_804	1	2022.01324454104	2022-01-05
BA1_805	1	2022.01131247662	2022-01-05
BA1_806	2	2022.00233704773	2022-01-01
BA1_807	1	2022.043247422	2022-01-16
BA1_808	1	2022.00875376894	2022-01-04
BA1_809	1	2022.01544615512	2022-01-06
BA1_810	2	2022.00610499326	2022-01-03
BA1_811	6	2021.99179378729	2021-12-29
BA1_812	1	2022.06267638388	2022-01-23
BA1_813	1	2022.00629868106	2022-01-03
BA1_814	1	2022.03965359883	2022-01-15
BA1_815	1	2022.00950987955	2022-01-04
BA1_816	3	2021.94909430842	2021-12-13
BA1_817	1	2022.00920913892	2022-01-04
BA1_818	7	2021.94800762788	2021-12-13
BA1_819	2	2022.00200316872	2022-01-01
BA1_820	4	2021.95232938009	2021-12-14
BA1_821	1	2022.01146604128	2022-01-05
BA1_822	2	2021.98074819494	2021-12-24
BA1_823	1	2022.00369904045	2022-01-02
BA1_824	5	2021.93637566374	2021-12-08
BA1_825	7	2021.95314736999	2021-12-14
BA1_826	1	2022.00869224352	2022-01-04
BA1_827	3	2022.00727428792	2022-01-03
BA1_828	2	2021.99407388208	2021-12-29
BA1_829	1	2022.04666757155	2022-01-18
BA1_830	1	2022.01790308783	2022-01-07
BA1_831	1	2022.00608743171	2022-01-03
BA1_832	2	2022.04626670244	2022-01-17
BA1_833	1	2022.02349753205	2022-01-09
BA1_834	3	2022.0057345062	2022-01-03
BA1_835	2	2021.9753633346	2021-12-23
BA1_836	2	2021.99764857981	2021-12-31
BA1_837	2	2021.95834880534	2021-12-16
BA1_838	1	2022.03164272707	2022-01-12
BA1_839	2	2021.96232155528	2021-12-18
BA1_840	3	2021.98991779582	2021-12-28
BA1_841	1	2022.04488745601	2022-01-17
BA1_842	1	2021.93859007476	2021-12-09
BA1_843	2	2021.96236156723	2021-12-18
BA1_844	1	2021.89023563341	2021-11-21
BA1_845	2	2021.99689989246	2021-12-30
BA1_846	1	2022.02072873832	2022-01-08
BA1_847	1	2021.99858591308	2021-12-31
BA1_848	1	2022.02863214132	2022-01-11
BA1_849	2	2021.95823933523	2021-12-16
BA1_850	1	2021.94419077514	2021-12-11
BA1_851	3	2021.95903345541	2021-12-17
BA1_852	2	2021.96326041841	2021-12-18
BA1_853	1	2022.01921767576	2022-01-08
BA1_854	2	2022.00553203816	2022-01-03
BA1_855	1	2022.0095112677	2022-01-04
BA1_856	1	2022.04653089553	2022-01-17
BA1_857	1	2021.99688412718	2021-12-30
BA1_858	1	2021.99349590846	2021-12-29
BA1_859	2	2021.973444447	2021-12-22
BA1_860	1	2022.00446090338	2022-01-02
BA1_861	1	2022.01136596236	2022-01-05
BA1_862	1	2022.01638437465	2022-01-06
BA1_863	1	2022.03596591508	2022-01-14
BA1_864	2	2021.99051782863	2021-12-28
BA1_865	1	2022.01516397061	2022-01-06
BA1_866	1	2022.02114945748	2022-01-08
BA1_867	1	2022.01045009244	2022-01-04
BA1_868	4	2021.94231808019	2021-12-10
BA1_869	1	2022.00652693733	2022-01-03
BA1_870	1	2022.01088593769	2022-01-04
BA1_871	1	2022.02308510931	2022-01-09
BA1_872	1	2021.95063904001	2021-12-13
BA1_873	7	2021.93072555041	2021-12-06
BA1_874	6	2021.94086350184	2021-12-10
BA1_875	1	2021.98180078373	2021-12-25
BA1_876	1	2021.97918957903	2021-12-24
BA1_877	7	2021.99353412456	2021-12-29
BA1_878	1	2021.99422395025	2021-12-29
BA1_879	1	2021.98961549346	2021-12-28
BA1_880	1	2022.04559875104	2022-01-17
BA1_881	1	2022.00715218627	2022-01-03
BA1_882	1	2022.03486424411	2022-01-13
BA1_883	1	2022.0235332807	2022-01-09
BA1_884	1	2021.994125287	2021-12-29
BA1_885	2	2021.99232135256	2021-12-29
BA1_886	1	2022.00861499089	2022-01-04
BA1_887	1	2022.05219726555	2022-01-20
BA1_888	1	2022.02416528101	2022-01-09
BA1_889	2	2021.95291645049	2021-12-14
BA1_890	3	2021.9512330091	2021-12-14
BA1_891	2	2022.0077366719	2022-01-03
BA1_892	1	2022.0390674788	2022-01-15
BA1_893	4	2021.97142247155	2021-12-21
BA1_894	1	2022.03444288867	2022-01-13
BA1_895	2	2022.01920441061	2022-01-08
BA1_896	8	2021.9521858773	2021-12-14
BA1_897	1	2022.0151464633	2022-01-06
BA1_898	3	2021.97167261273	2021-12-21
BA1_899	2	2021.98243817212	2021-12-25
BA1_900	1	2022.00429451393	2022-01-02
BA1_901	1	2022.03635326226	2022-01-14
BA1_902	1	2022.03143013158	2022-01-12
BA1_903	1	2022.02335521101	2022-01-09
BA1_904	1	2022.0167639805	2022-01-07
BA1_905	1	2022.01499344652	2022-01-06
BA1_906	1	2022.04899102769	2022-01-18
BA1_907	1	2022.01495704653	2022-01-06
BA1_908	1	2022.01620585064	2022-01-06
BA1_909	1	2021.95671148525	2021-12-16
BA1_910	1	2021.93354595785	2021-12-07
BA1_911	2	2022.00171542125	2022-01-01
BA1_912	1	2022.00725942578	2022-01-03
BA1_913	1	2022.00607013724	2022-01-03
BA1_914	1	2022.04519453662	2022-01-17
BA1_915	1	2021.95855673988	2021-12-16
BA1_916	5	2022.01028356059	2022-01-04
BA1_917	11	2021.9449869015	2021-12-11
BA1_918	1	2022.02369486523	2022-01-09
BA1_919	1	2021.96812099105	2021-12-20
BA1_920	1	2022.0056089387	2022-01-03
BA1_921	21	2021.92543880625	2021-12-04
BA1_922	1	2022.01595319203	2022-01-06
BA1_923	5	2021.96430864765	2021-12-18
BA1_924	1	2022.01805638166	2022-01-07
BA1_925	1	2022.01131421923	2022-01-05
BA1_926	1	2022.01624113237	2022-01-06
BA1_927	3	2021.96616561367	2021-12-19
BA1_928	1	2021.99217065032	2021-12-29
BA1_929	1	2022.01696355287	2022-01-07
BA1_930	3	2021.96608355727	2021-12-19
BA1_931	1	2022.01414303655	2022-01-06
BA1_932	1	2022.0485720823	2022-01-18
BA1_933	1	2022.03029039262	2022-01-12
BA1_934	1	2021.96068077463	2021-12-17
BA1_935	1	2022.01462318776	2022-01-06
BA1_936	2	2021.99441110573	2021-12-29
BA1_937	1	2021.99936608791	2021-12-31
BA1_938	1	2022.02758683839	2022-01-11
BA1_939	3	2021.99467235076	2021-12-30
BA1_940	1	2021.96450490317	2021-12-19
BA1_941	1	2022.02929900965	2022-01-11
BA1_942	1	2022.03715483731	2022-01-14
BA1_943	7	2021.97492634982	2021-12-22
BA1_944	1	2021.96094941103	2021-12-17
BA1_945	1	2022.02688581417	2022-01-10
BA1_946	1	2022.03503066567	2022-01-13
BA1_947	1	2021.9931232011	2021-12-29
BA1_948	1	2022.0257146589	2022-01-10
BA1_949	1	2022.01744564237	2022-01-07
BA1_950	1	2022.00136001408	2022-01-01
BA1_951	1	2022.00283008299	2022-01-02
BA1_952	1	2022.00598395467	2022-01-03
BA1_953	2	2021.98920441881	2021-12-28
BA1_954	2	2022.01016343177	2022-01-04
BA1_955	1	2021.96324934729	2021-12-18
BA1_956	7	2021.988319186	2021-12-27
BA1_957	1	2022.00572658212	2022-01-03
BA1_958	1	2021.99100421858	2021-12-28
BA1_959	1	2022.03838953409	2022-01-15
BA1_960	1	2021.98797968354	2021-12-27
BA1_961	1	2021.99883239323	2021-12-31
BA1_962	1	2022.00436152805	2022-01-02
BA1_963	1	2022.01739120495	2022-01-07
BA1_964	1	2022.01433199728	2022-01-06
BA1_965	2	2022.00835907085	2022-01-04
BA1_966	1	2022.01761153525	2022-01-07
BA1_967	1	2022.02165553855	2022-01-08
BA1_968	1	2021.98734319322	2021-12-27
BA1_969	12	2021.93671455961	2021-12-08
BA1_971	1	2022.02239273915	2022-01-09
BA1_973	1	2022.01464706535	2022-01-06
BA1_974	1	2022.01097138401	2022-01-05
BA1_975	7	2021.95639422447	2021-12-16
BA1_976	1	2022.07371574763	2022-01-27
BA1_977	2	2021.99360616274	2021-12-29
BA1_978	1	2022.0485012459	2022-01-18
BA1_979	1	2022.06110366656	2022-01-23
BA1_980	1	2022.03137470834	2022-01-12
BA1_981	1	2022.01628927523	2022-01-06
BA1_982	1	2022.02985315569	2022-01-11
BA1_983	1	2022.01146222174	2022-01-05
BA1_984	2	2021.99298341046	2021-12-29
BA1_985	1	2022.03135919863	2022-01-12
BA1_986	1	2021.98817709935	2021-12-27
BA1_987	1	2022.00171947892	2022-01-01
BA1_988	1	2021.97696342477	2021-12-23
BA1_989	1	2021.95554849826	2021-12-15
BA1_990	1	2022.00541374307	2022-01-02
BA1_991	2	2021.99044098474	2021-12-28
BA1_992	2	2021.92444307223	2021-12-04
BA1_993	1	2021.90334783422	2021-11-26
BA1_994	1	2021.97965557946	2021-12-24
BA1_995	1	2021.98363347867	2021-12-26
BA1_996	3	2022.00137389434	2022-01-01
BA1_997	1	2022.02365776954	2022-01-09
BA1_998	1	2021.95680985087	2021-12-16
BA1_999	1	2022.02663595481	2022-01-10
BA1_1000	1	2022.01950637927	2022-01-08
BA1_1001	10	2021.93772413706	2021-12-09
BA1_1002	1	2021.93938587063	2021-12-09
BA1_1003	3	2022.0039848115	2022-01-02
BA1_1004	6	2021.93246670095	2021-12-07
BA1_1005	9	2021.95241062906	2021-12-14
BA1_1006	4	2021.98990559509	2021-12-28
BA1_1007	6	2021.96765319504	2021-12-20
BA1_1008	1	2022.01901198797	2022-01-07
BA1_1009	1	2022.0411839934	2022-01-16
BA1_1011	2	2022.00783094399	2022-01-03
BA1_1012	4	2021.96831474933	2021-12-20
BA1_1013	2	2021.94860091905	2021-12-13
BA1_1014	4	2021.97045353443	2021-12-21
BA1_1015	1	2022.02536313793	2022-01-10
BA1_1016	1	2022.00949321257	2022-01-04
BA1_1017	1	2022.02120669615	2022-01-08
BA1_1018	1	2022.03519089711	2022-01-13
BA1_1019	2	2021.98514307795	2021-12-26
BA1_1020	1	2022.02116661447	2022-01-08
BA1_1021	1	2021.97185154598	2021-12-21
BA1_1022	2	2021.97133519489	2021-12-21
BA1_1023	1	2022.03399233547	2022-01-13
BA1_1024	1	2021.96173648174	2021-12-18
BA1_1025	11	2021.93251231171	2021-12-07
BA1_1026	60	2021.90883707352	2021-11-28
BA1_1027	2	2021.95438096589	2021-12-15
BA1_1028	2	2021.95287895064	2021-12-14
BA1_1029	8	2021.95955793082	2021-12-17
BA1_1030	3	2021.98000086284	2021-12-24
BA1_1031	1	2022.02789041935	2022-01-11
BA1_1032	16	2021.9576082938	2021-12-16
BA1_1033	1	2022.00050579635	2022-01-01
BA1_1034	2	2021.95978509805	2021-12-17
BA1_1035	3	2021.98625939952	2021-12-26
BA1_1036	1	2022.03702323204	2022-01-14
BA1_1037	1	2022.02547113633	2022-01-10
BA1_1038	1	2022.04433854765	2022-01-17
BA1_1039	1	2021.96962258118	2021-12-20
BA1_1040	2	2021.98285285282	2021-12-25
BA1_1041	1	2022.01898798007	2022-01-07
BA1_1042	1	2021.99486711773	2021-12-30
BA1_1043	1	2022.01915460619	2022-01-07
BA1_1044	1	2021.98790979831	2021-12-27
BA1_1045	1	2021.95510593237	2021-12-15
BA1_1046	1	2022.02404120665	2022-01-09
BA1_1047	4	2021.97596875044	2021-12-23
BA1_1048	1	2022.01521969465	2022-01-06
BA1_1049	1	2022.02937939071	2022-01-11
BA1_1050	1	2021.95875443195	2021-12-16
BA1_1051	4	2021.98328725713	2021-12-25
BA1_1052	1	2022.02012100929	2022-01-08
BA1_1053	3	2021.99261164134	2021-12-29
BA1_1054	2	2022.02000928582	2022-01-08
BA1_1055	2	2021.99635161448	2021-12-30
BA1_1056	7	2021.90693882599	2021-11-28
BA1_1057	1	2022.02543784288	2022-01-10
BA1_1058	1	2021.99348114631	2021-12-29
BA1_1059	1	2021.99066143677	2021-12-28
BA1_1060	256	2021.90593587678	2021-11-27
BA1_1061	1	2022.00788976051	2022-01-03
BA1_1062	1	2022.05068548093	2022-01-19
BA1_1063	1	2022.05517424941	2022-01-21
BA1_1064	1	2022.01879791083	2022-01-07
BA1_1065	3	2021.98326770093	2021-12-25
BA1_1066	2	2022.00495037236	2022-01-02
BA1_1067	1	2022.06194833736	2022-01-23
BA1_1068	3	2021.97367061761	2021-12-22
BA1_1069	5	2021.95914067598	2021-12-17
BA1_1070	1	2022.01256636406	2022-01-05
BA1_1071	1	2022.03560996986	2022-01-13
BA1_1072	1	2022.02052710223	2022-01-08
BA1_1073	1	2022.00707826559	2022-01-03
BA1_1074	4	2021.94984430176	2021-12-13
BA1_1075	6	2021.97531018524	2021-12-22
BA1_1076	1	2022.01813198173	2022-01-07
BA1_1077	2	2022.01852451249	2022-01-07
BA1_1078	1	2021.9980719946	2021-12-31
